id,section,page,amharic,harari,oromo,english,verified
1063,ሎ,45,መከፋፊያ,መትኪፋፈእቲ,kan Itti,the cause or place to,False
1064,ሎ,45,መከፋፊያ,መትኪፋፈእቲ,mummufachiisiisan,make,False
1065,ሎ,45,መከፋፋት,መትኪፋፈእ,Wal,to make desparate each,False
1066,ሎ,45,መከፋፋት,መትኪፋፈእ,mummufachiisiisa,other,False
1067,ሎ,45,መኩሪያ,መከባበርቲ,Bonchisa,proudable,False
1068,ሎ,45,መኩራራት,መትኪባበር,Bobboonuu,to be proud,False
1069,ሎ,45,መኪና,መኪና,konkolaataa,car,False
1070,ሎ,45,መከ,ሓጂያ,dhalaa makka,a woman who visited,False
1071,ሎ,45,የፈፀመች,ሓጂያ,madiina ziyaarte,macca /privilage/,False
1072,ሎ,45,መከሰስ,መትጉዛዛ,wal yakuu,accusing each other,False
1073,ሎ,45,መካስ,መትኬሐስ,Gumuu,Compensation,False
1074,ሎ,45,መካሪ,ሓቲፍ,Gorsaa,Advisor,False
1075,ሎ,45,መካቢያ,መካብቲ,dinqifachiisaa,appreciating,False
1076,ሎ,45,መካብ,መትካባ,Guddachuu,"Advancement,progress",False
1077,ሎ,46,መካብ,መካባ,Dinqisuu,to appreciate,False
1078,ሎ,46,መካከለሻኛ/ነፍጭም,ሜይደል,Jima,a plant with medium,False
1079,ሎ,46,ጫት/,ሜይደል,kandimaafi/adii,colour,False
1080,ሎ,46,ጫት/,,hinta'in,,False
1081,ሎ,46,መካካብ,መትኪባቦት,wal didiingisisuu,to recommend,False
1082,ሎ,46,መካካብ,መትኪባቦት,,importance each other,False
1083,ሎ,46,መካደሚያ,መኽደን,Hawwaguu,packing,False
1084,ሎ,46,መካድ,መኽዳእቲ,kaadachiisaa,cover,False
1085,ሎ,46,መካድ,መኽደእ,gantummaa,denial,False
1086,ሎ,46,መከሰስ,ሱባጥ,Himachuu,Snack,False
1087,ሎ,46,መከሰስ,መጎዛ,Himachuu,Accusation,False
1088,ሎ,46,መክከሰር,መኽሰር,Kasaaruu,Deficit,False
1089,ሎ,46,መከሳት,መጐፈል,Gobanu,be afull moon,False
1090,ሎ,46,መከረም,መጤሳ,Bubbuluu,Forever,False
1091,ሎ,46,መክከረር,መከረር,"Goguu, cichuu",Dryness,False
1092,ሎ,46,መከበድ,መሬዘን,Ulfaachuu/,to get heavy,False
1093,ሎ,46,መከበድ,መሬዘን,kabajamuu,,False
1094,ሎ,46,መከበጃ,መሬዘንቲ,kan Itti ulfaatan,heavy-making,False
1095,ሎ,46,መከባበጃ,መትሪዛዘንቲ,waan Ittiwal,weighting issue,False
1096,ሎ,46,መከባበጃ,መትሪዛዘንቲ,ulfeysan,,False
1097,ሎ,46,መከተፊያ,መከተፋ,Kan irratti kitifamu,Cutting board,False
1098,ሎ,46,መከተፍ,መከተፍ,ciruu,mincing,False
1099,ሎ,46,መከነፍ,መጋጃ,Barrisuu,Flying,False
1100,ሎ,46,መከደን,መኸደን,Cuqqaaluu,Flaping,False
1101,ሎ,46,መከጃ,መኾለጥ,Dhaangaga'u,to taste sour,False
1102,ሎ,46,መከፈል,መከፈል,kaffaluu,paying,False
1103,ሎ,46,መከፈት,መከፈት,banuu,opening,False
1104,ሎ,46,መከፈቻ,ሚከፋች,Baninsa,"Dawn,opening",False
1105,ሎ,46,መከፋት,መግሰስ,Hammaachu,to feel desperate,False
1106,ሎ,46,መከፋት,መዝረፍ,Banuu,"Baleful, worest",False
1107,ሎ,46,መኮምጠጥ,መኾፈር,kurruuffii,snoring,False
1108,ሎ,46,መኮምጠጥ,መኾለጥ,Dhangaggaawuu,Sour,False
1109,ሎ,46,መኮረኒ,መኮሮኒ,makkaroonii,to measure,False
1110,ሎ,47,መኮርኮም,መቆረም,"irraa dha, uu",cuffing,False
1111,ሎ,47,መኮርኮም,ቁርቁም,Kurucuu,Kick head by hand,False
1112,ሎ,47,መኮርኮር.,ኪልኪል,Qirqirsuu,Tickle,False
1113,ሎ,47,መኮብለል,አሴና,Jala deemmaa,Skip abduct,False
1114,ሎ,47,ጋር),አሴና,(cidhaaf),,False
1115,ሎ,47,መኮትኮት,መሔከፍ,Jala qotuu/hakaafuu,"Cutivate, hoe",False
1116,ሎ,47,መኮንን,ዱርሪ,Dhibbalaa,Officer,False
1117,ሎ,47,መኳያ,ሜይለን,wannamaa kuullaa,measured /for length,False
1118,ሎ,47,መኳያ,ሜይለን,kullttuu,,False
1119,ሎ,47,መወለድ,መትወለድ,Dhalachuu,Natality,False
1120,ሎ,47,መወልወያ,መማሽሸቲማ,Hayxuu,Screeding,False
1121,ሎ,47,መወልውል,መምሻሻ,haquu,polishing,False
1122,ሎ,47,መወሰን,መዌረግ,Bareeduu,to decorate,False
1123,ሎ,47,መወሰድ,መንሰእ,fuudhuu,Marring taking,False
1124,ሎ,47,መወሳሰብ,መሽሸቪራባ,Xaxamuu,complication,False
1125,ሎ,47,መወሳሰብ,መስናባገሮት,waliinmakamu,to complicate,False
1126,ሎ,47,መወሳሰብ,መትሻወር,Walxaxchisiisuu,Complication,False
1127,ሎ,47,መወራወር,መድዳለሕ,Waldarbachuu,Throw /stone/,False
1128,ሎ,47,መወራወር,መድዳለሕ,(dhagaan),,False
1129,ሎ,47,መወርወር,መፎረር,Darbuu,Throw,False
1130,ሎ,47,መወርወር,መገኛ,Argamu,to be thrown,False
1131,ሎ,47,መወርወር,መገኛ,,up/lounched,False
1132,ሎ,47,መወከያ,መዌከልቲ,Ramadtuu,Delegating,False
1133,ሎ,47,መወዘፍ,መጋፈርማ,Gadnise Tulu,to leave and,False
1134,ሎ,47,መወዘፍ,ማሕደገ,,accumulate,False
1135,ሎ,47,መወዛወዝ,ዘውዘውቲ,bitaafi mirgatti,sway,False
1136,ሎ,47,መወዛወዝ,ዘውዘውቲ,raafamuu,,False
1137,ሎ,47,መወጋጋት,መትዊራረም,walin wawwaraanu,to fight each other,False
1138,ሎ,47,መወጋጋት,መትሒጃጃ,Walitti diruu,pierce each other,False
1139,ሎ,47,መወጠሪያ,መቄሰትቲ,Diriirsitu,stretcher,False
1140,ሎ,47,መወጠር,መዜገድ,harkisuu,stretch,False
1141,ሎ,47,መወብጠር,መቄስት,Diriirsu,to stretch,False
1142,ሎ,47,መወብጠር,መዜገድ,Muddamu/mudduu,Distend,False
1143,ሎ,47,መወጣበጠር,መቅሳሰቲ,Ishiif cinqame,stretching again & again,False
1144,ሎ,48,መወጣጫ,ሜርካብ,Faantoo/ejjannoo,Stair,False
1145,ሎ,48,መወሪር,መውደል,Gabbachuu/coomuu,Fat,False
1146,ሎ,48,መዋሀጃ,መትዋድቲ,waan itti maksan,sth to make unified,False
1147,ሎ,48,መዋል,መዋላ,Ooluu,Spending the day,False
1148,ሎ,48,መዋረድ,መኽተምቲ,Xumuramsiisa,conclusion,False
1149,ሎ,48,መዋቅር,ዊቃሮት,Caaseeffama,Structure,False
1150,ሎ,48,መዋኘት,መትዋካ,Daakuu,Swimming,False
1151,ሎ,48,መዋዋል,መትዋአድ,waliigaluu,agreement,False
1152,ሎ,48,መዋዋብ,መሽሸቪላለም,babbareeduu,to be decorated,False
1153,ሎ,48,መዋደድ,መትዋደድ,Waljaalachuu,Hilum,False
1154,ሎ,48,መዋጋት,መትዋረም,waraana oofuu,combating,False
1155,ሎ,48,መዋጥ,መኔዘም,liqimsuu,swallowing,False
1156,ሎ,48,መዋጥ,መውሐጥ,Liqimsamuu/liqimsuu,,False
1157,ሎ,48,መዋጥ,መውሐጥ,,Swallow,False
1158,ሎ,48,መዋጮ,መትታጫ,buusii,contribution,False
1159,ሎ,48,መውሉድ,መውሉድ,mawLuudo,maulid/birth day of P.M,False
1160,ሎ,48,መውሰድ,መንሳእ,Fuudhuu/ bultii,marry take,False
1161,ሎ,48,መውሰድ,መንሳእ,ijaaruu,,False
1162,ሎ,48,መውተብ1ብ,መሽሸቪራባ,Xaxamuu,Complex,False
1163,ሎ,48,መውደሚያ,መድራገምቲ,Dhabamchiifto,eliminating,False
1164,ሎ,48,መውደም,መትረመም,barbadaawuu,devastate,False
1165,ሎ,48,መውደቅ,መውደቅ,kufuu,failing,False
1166,ሎ,48,መውጋት,መትሐጃ,Hacucaamuu,inject,False
1167,ሎ,48,መውጣት,መሰል,bahuu,ascending,False
1168,ሎ,48,መውጣት,መውጠእ,Baassuu,exit,False
1169,ሎ,48,መዉረር,መዌረር,Weeraruu,Invade,False
1170,ሎ,48,መዉረድ,መውረድ,"gad bu, uu",descending,False
1171,ሎ,48,መዉቀጥ,መውቀጥ,Tumuu,"Smash,pound /to/",False
1172,ሎ,48,መዉደቅ,መገራ,Kufuu,"Fall,ruin",False
1173,ሎ,48,መዉጋት,መሕጃ,diruu,piercing,False
1174,ሎ,48,መዘልዘል,መዝላዘል,cicciruu,tearing,False
1175,ሎ,48,መዘርዘር,ጊልጋሉት,Addaan Babaasuu,"listing, explanation",False
1176,ሎ,48,መዘነጥ/,መቅለጥ,boonuu/ boona,boasting/ pride,False
1177,ሎ,49,መዘየድ,መዌሰን,murteessuu,deciding,False
1178,ሎ,49,መዘገበ,ሴጀላ,Galmeesse,Register,False
1179,ሎ,49,መዘገብ,ሲጅጂል,galmee,record,False
1180,ሎ,49,መዘጋት,መትቆፋል,Amamoochuu,to close,False
1181,ሎ,49,መዘጋጀት,መሽሾቀል,Qophaawuu,Initiation,False
1182,ሎ,49,መዘጋጋት,መቁፋፈል,cuccufuu,"closing, shutting",False
1183,ሎ,49,መዘግየት,መቴሐር,duuba hafuu,be late,False
1184,ሎ,49,መዛመድ,መትቁራኛ,Firoomuu,Match,False
1185,ሎ,49,መዛወሪያ,መዛወርቲ,Jiggiiramsiftuu,means to transfer,False
1186,ሎ,49,መዛወር,መጋዛ,Jijjiiramuu,Transfer,False
1187,ሎ,49,መዛግ,መሻቫኸከት,Dandaa’uu,"rust, corrosion",False
1188,ሎ,49,መዝለል,መዝለል,ultaaluu,jump,False
1189,ሎ,49,መዝለያ,መዝለልቲ,Utaalchiftuu,Jumping,False
1190,ሎ,49,መዝለፍ,ሰኽባይቲ,Dadhabuu,"Kef,languor",False
1191,ሎ,49,መዝለፍለፍ,ሰኽቲ,lallaaffachuu,crumpling,False
1192,ሎ,49,መዝመት,መጌዛ,Duulu,battling,False
1193,ሎ,49,መዝሙር,ነሺዳ,Faaruu,Descant,False
1194,ሎ,49,መዝረከረከ,መምረመር,Sansankaa dhabuu,fragmentation,False
1195,ሎ,49,መዝረፍ,መንሐብ,Zarafuu,to loot,False
1196,ሎ,49,መዝራት,መዝራእ,Facaasuu,Sow,False
1197,ሎ,49,መዝነብ,መዝለም,roobuu,Raining,False
1198,ሎ,49,መዝናናት,መትፋረሕ,bashannanuu,enjoyming,False
1199,ሎ,49,መዝገበ,ጩቅቲ,Galmee jechootaa,dictionary,False
1200,ሎ,49,መዝገበ,ቃሙስ,Galmee jechootaa,Dictionary,False
1201,ሎ,49,መዝገብ,ሲጂልሊ,mana galmee,record office,False
1202,ሎ,49,መዝጊያ,መዋቆፋይ,cuftuu,closing,False
1203,ሎ,49,መዝጋት/ቀዳዳን/,መድፈን,Duuchch,to close a hole,False
1204,ሎ,49,መዝፈን,መትፌቀር/ፈቀር,Wallisuu,Sing,False
1205,ሎ,49,መዞር,ገርገብ,"Naannaeui, shir",go back,False
1206,ሎ,49,መዞር,ገርገብ,jechuu,,False
1207,ሎ,49,መዞር,መዋለል,Naannawuu,"Revolution, walk away",False
1208,ሎ,49,መዝገዝር,ቁርዱድ,Shilmii,Tick,False
1209,ሎ,50,መያዝ,መልሐድ,Qabachuu,to catch,False
1210,ሎ,50,መያዣ,መልሐጃ,qabannoo,holder,False
1211,ሎ,50,መያያዝ,መትላሐድ,Qabsiisuu/waltuuys,Attach,False
1212,ሎ,50,መያያዝ,መትላሐድ,isuu,,False
1213,ሎ,50,መደህየት,መዜጋ,Miskiinuu,poverty,False
1214,ሎ,50,መደለብ,መስበሕ,furdachuu,fattening,False
1215,ሎ,50,መደለብ,መጮማ,Gabbachu,taking by cheating,False
1216,ሎ,50,መደመር,መድበልቲ,Ida’amuu,Addition,False
1217,ሎ,50,መደመር,መትደበል,Ida’amuu,inclusion.addition,False
1218,ሎ,50,መደማመሟጫ,መሲማመእቲ,kan itti,to listen each other,False
1219,ሎ,50,መደማመሟጫ,መሲማመእቲ,waldhageessisan,,False
1220,ሎ,50,መደምደሚያ,መድመደምቲ,goolabbii,conclusion,False
1221,ሎ,50,መደምደሚያ,መኽተር,hamartii,ring,False
1222,ሎ,50,መደምደሚያ,መቆቐቆፋይ,Cufinsa/goolabbii,"Closure, conclusion",False
1223,ሎ,50,መደምደም,መቼቻ,Takashuu,to conclude,False
1224,ሎ,50,መደምደም,መዳምደም,goolabuu/sirressu/,demolish /recuing,False
1225,ሎ,50,መደሰት,መፋረሕ,Gammaduu,"Contentment,entertain",False
1226,ሎ,50,መደሰት,መፋረሕ,,ment,False
1227,ሎ,50,መደረማመስ,መትሒናከት,Jijjiguu,"Collapse,destroy",False
1228,ሎ,50,መደረማመስ,መድረገም,jijjiguu,collapse,False
1229,ሎ,50,መደራረግ,መትታሻ,Walgodhuu,be exposed,False
1230,ሎ,50,መደራጀት,መትዌጠን,"gurmaa,uu",to be organized,False
1231,ሎ,50,መደርደሪያ,ዱርጂ,dulaaba,shelf,False
1232,ሎ,50,መደርደሪያ,መስረእቲ,Girgijii,shelf,False
1233,ሎ,50,መደርደሪያ,መረብረባ,Turjii/durjii,Shelf,False
1234,ሎ,50,መደርደር,መስራእ,walirra kaayuu,arranging,False
1235,ሎ,50,መደበ,ረመዳ,Ramade,Categorized,False
1236,ሎ,50,መደይበላለቂያ,መትባደሕቲ,Kan walittiin laaqan,Mixer,False
1237,ሎ,50,መደበቂያ,መኽቱት,lambaa,lamp,False
1238,ሎ,50,መደበቅ,መሸሼመቅ,Dhokachuu,Hide,False
1239,ሎ,50,መደበቅ,መሴተር,Dhokachuu,"Hide, cover up",False
1240,ሎ,50,መይበቅ,መሼቬሼመቅ,Dhoksuu,Hide,False
1241,ሎ,51,መደበኛ,አብባን,idilee,regular,False
1242,ሎ,51,መደይበኛ፤,ኡርፊ,Idilee/ Baramaa,"Formal , regular,",False
1243,ሎ,51,መደይበኛ፤,ኡርፊ,,familiar,False
1244,ሎ,51,መደባለቅ,መለቀጥ,"walitti makuu,",mix,False
1245,ሎ,51,መደባለቅ,መለቀጥ,walitti laaquu,,False
1246,ሎ,51,መደባለቅ,መትላቀጥ,Walitti laaquu,Mix,False
1247,ሎ,51,መደባበቅ,መቪማመቅ,wal dhokachuu,to get hide,False
1248,ሎ,51,መደባደብ,መትዋቀጥ,wal tumuu,Fighting,False
1249,ሎ,51,መደብ,ነደባ,Nqdabaa,Category / class /stage,False
1250,ሎ,51,መደብር,ዱከካን,Dukkaana,Shop,False
1251,ሎ,51,መደብዘዝ,መብዘዝ,dimimmisa,dim,False
1252,ሎ,51,መደብዘዝ(ስ),መቤሸን,Busheysu,to blur,False
1253,ሎ,51,መደብዘቫዣ,መቤሸንቲ,Waan gurrusu,Blurring,False
1254,ሎ,51,መደብደብ,መትወቀጥ,Tumamuu,Beat down,False
1255,ሎ,51,መደነቅ,ዲንቆት,dinqisiifamuu,to be admired,False
1256,ሎ,51,መደነዝ,መዶማ,doomuu,"dull,deaden, not sharp",False
1257,ሎ,51,መደነዝ,መዶማ,,enough to cut,False
1258,ሎ,51,መደነዝ,መዶደም,doomuu,dull,False
1259,ሎ,51,መደናቀፍ,መሻኛጋ,socho'uu dhoorkuu,be stuck,False
1260,ሎ,51,መደናገር,ቢረርጂጅቲ,duraa wal dhawuu,confusion,False
1261,ሎ,51,መደንቀሪያ,መቆራሕቲ,aguraa,bolt,False
1262,ሎ,51,መደንቆር,መፆዶፋ,Dhama'u,to become deaf,False
1263,ሎ,51,መደንዘዝ,መፍገገ,Hadooduu,Numbness,False
1264,ሎ,51,መደንዘዝ,ዲንጊሽቲ,Hadoodu,dizziness,False
1265,ሎ,51,መደንገገ,መቦቃ,Labsuu/heeruu,regulate,False
1266,ሎ,51,መደንገጥ,መድደነበጥ,rifachuu,frighting,False
1267,ሎ,51,መደንገጥ,መባረገ,Baaraguu,Shoked,False
1268,ሎ,51,መደዳን,መሕዋ,fayyuu,to cure,False
1269,ሎ,51,መደገፈሪያ,መትራሽ,Irkannoo,"Bolster,pillow",False
1270,ሎ,51,መደገፊያ,መትሬገዝቲ,hirkoo,support,False
1271,ሎ,51,መደገፊያ,ባልላ,Muka irkoo,Crotch,False
1272,ሎ,51,መደገፍ,መትሬገዝ,"Waliif amanuu,",Support,False
1273,ሎ,51,መደገፍ,መትሬገዝ,deeggaruu,,False
1274,ሎ,52,መዳሰስ,መሐሰስ,"waliin ga, uu",caress,False
1275,ሎ,52,መዳረሻ,መዱቅቲ,Dallaaluu,engage in bying,False
1276,ሎ,52,መዳረሻ,መዱቅቲ,,&selling process,False
1277,ሎ,52,መዳብ,ነሐስ,Shanacha,Copper,False
1278,ሎ,52,መዳን,መሴለጥ,Fayyisuu/fayyuu,to be saved/escape,False
1279,ሎ,52,መዳን,ማሕጃ,Diruu,"Inject,vaccinate",False
1280,ሎ,52,መዳፍ,ኢጂኡድ,Shanacha,palm (of the hand),False
1281,ሎ,52,መደሀኒት,ደዋ,qoriicha,medicine,False
1282,ሎ,52,መደህን,መዲቃ,Camadaa,trap,False
1283,ሎ,52,መድሎ,ዘልአድሊ,balfannoo,discrimination,False
1284,ሎ,52,መድመቅ,መደገስ,Miidhaguu/bareede,Brighten,False
1285,ሎ,52,መድመቅ,መደገስ,e mullachuu,,False
1286,ሎ,52,መድመደም,መድመደም,Goolabuu,Conclude,False
1287,ሎ,52,መድረስ,ዱቆት,gauu,to arrive,False
1288,ሎ,52,መድረስ,መትጋሻኛ,hubachuu,understanding,False
1289,ሎ,52,መድረስ,መትጋሻኛ,,reachingat,False
1290,ሎ,52,መድረስ,መሴነፍ,Barreessuu,to write/fiction,False
1291,ሎ,52,መድረቅ,መድረቅ,goggoguu,stiffen,False
1292,ሎ,52,መድረቅ,ካሕ,Giggoguu,Dry /shrivel,False
1293,ሎ,52,መድረከ,አርራ,Waltajjii,Stage podium,False
1294,ሎ,52,መደበን/በንዴት/,ቪድዳ,Aaruun gubachuu,Crumbled,False
1295,ሎ,52,መድከም,መይአፍ,dadhabuu,obligateing,False
1296,ሎ,52,መደፋት,መድፈእ,Gadnaquu,Spill,False
1297,ሎ,52,መደፍ,መዳፋእ,Madaafa,Cannon,False
1298,ሎ,52,መፆሻ,መዶሻ,Madooshaa,Hammer,False
1299,ሎ,52,መጀመሪያ,ሜገል,Jalqaba,First,False
1300,ሎ,52,መጀመሪያ,ነዲ,Duraan,First / being,False
1301,ሎ,52,መጃጀት,ጃንጃን,jaanjawuu,senescence,False
1302,ሎ,52,መጅ,መጅጂ,Wullee dhagaa,Traditional millstone,False
1303,ሎ,52,መገለል,መትገለል,Moggatti bahuu,"Cull out,exclude",False
1304,ሎ,52,መገለጫ,መባየና,ibsaau,manifestation,False
1305,ሎ,52,መገለላለቢያ,መትጊላለፍቲ,Wal Galfisiisaa,a things for galloping,False
1306,ሎ,52,መገለለቢያዎች,መትጊላለፍቲያች,kan Itt Gulfisiisan,things used for,False
1307,ሎ,53,,,,galloping,False
1308,ሎ,53,መገለገል,መትካፈል,Furamuu,Delivery,False
1309,ሎ,53,መገልበጥ,መግለበጥ,Garagalchuu,reverse,False
1310,ሎ,53,መገልበጥ,መገልበጥ,Garagaluu,Inverse,False
1311,ሎ,53,መገልገያ,መትነባፋእቲ,Meeshaa,tool,False
1312,ሎ,53,መገሰፅ,መንጠሕ,Addaachuu,Whiten,False
1313,ሎ,53,መገረፍ,መትገረፍ,Garafamuu,flog,False
1314,ሎ,53,መገርጣት,መድበብ,Goguu,"Blench,pallor",False
1315,ሎ,53,መገሸለጥ,መትቀፈፍ,Quncaasuu,Peel,False
1316,ሎ,53,መገሸለጥ,መሌሐጥ,Quncaasuu,Peel,False
1317,ሎ,53,መገበያየት,መትዋኸብ,bittaafi gurgurtaa,shopping,False
1318,ሎ,53,መገተር,መትመተር,Qax jedhani,Rigid,False
1319,ሎ,53,መገተር,መትመተር,dhaabbachuu,,False
1320,ሎ,53,መገነዝ,መኬፈን,kafanuu,shrouding,False
1321,ሎ,53,መገናኘት,መትራኽብ,wal arguu,meet,False
1322,ሎ,53,መገናኘት,መትራኣ,Walarguu,"Concurrence,meet",False
1323,ሎ,53,መገናኛ,መትራኸብቲ,qunnamtii,media,False
1324,ሎ,53,መገንባት,መቼኸል,Jaaruu,to building,False
1325,ሎ,53,መገኘት,መትረኸብ,argamuu,obtain,False
1326,ሎ,53,መገኘት,መትረኸብ,,to be present,False
1327,ሎ,53,መገሻቦታ,መትረኸብቲአታይ,Iddoo argamaa,Lacation,False
1328,ሎ,53,መገዛት,መትገዛእ,Bitamuu,"abide by, be ruled",False
1329,ሎ,53,መገደብ,መጊደብ,dhoorkamuu,restricting /damming/,False
1330,ሎ,53,መገደብ,መጊደብ,/daangeessuu/,,False
1331,ሎ,53,መገደብ,ጊዳቦት,Dhaabuu,lemmitting,False
1332,ሎ,53,መገደድ,ጊዳጅ,Dirqamuu,Being obliged,False
1333,ሎ,53,መገዳደብ,መገዳደብ,Dhadhaaba,repeatedly limiting,False
1334,ሎ,53,መገጣጠሚያ,ቢርኺ,Birkii,Joint,False
1335,ሎ,53,መገጣጠም,መትዋፈቅ,walqaxxamu,to assemble,False
1336,ሎ,53,መገፈፍ,መትመረስ,Sarbamuu,Divested of,False
1337,ሎ,53,መጉመጥመጥ,ጉሙጭ,Lulluuqachuu,washing mouth,False
1338,ሎ,53,መጉበጥ,መዶገን,Tuullawuu,"Bending, refracting",False
1339,ሎ,53,መጉደል,መቅበል,hirdhaachuu,lacking,False
1340,ሎ,54,,,hirdhisuu,,False
1341,ሎ,54,መጉዳት,መድረር,miidhuu,to harm,False
1342,ሎ,54,መጋለቢያ,መጌለፍቲ,Gulfachiiftuu,used for galloping,False
1343,ሎ,54,መጋለቢያዎች,መትጊላለፋች,Gulfisiisotni,things for,False
1344,ሎ,54,መጋለቢያዎች,መትጊላለፋች,,galloping/horse,False
1345,ሎ,54,መጋለብ,መጌለፍ,Gulfisuu,galloping,False
1346,ሎ,54,መጋለጥ,ፈዲሓ,Gate,destroy,False
1347,ሎ,54,መጋለጥ,መፌደሕ,"saaxil ba, uu",boasting,False
1348,ሎ,54,መጋለጥ,መትፌደሕቲ,mulachuu,to be exposed,False
1349,ሎ,54,መጋለጥ,መትኬሸፍ,Saaxilamuu,To be exposed,False
1350,ሎ,54,መጋል,መፈሐም,Finiinuu,Heat,False
1351,ሎ,54,መጋረጃ,ተገን,golgaa,curtain,False
1352,ሎ,54,መጋረጃ,ተገን,Golgaa,Curtain,False
1353,ሎ,54,መጋበዝ,መፈራ,Afeeruu,Invite,False
1354,ሎ,54,መጋቢት,መጋቢት,Bitootessa,april,False
1355,ሎ,54,መጋባት,ተባሰኦት,wal fuudhuu,getting marriage,False
1356,ሎ,54,መጋዘን,ቡኻር,Magaazana/bukaara,Storage,False
1357,ሎ,54,መጋዝ(ስ),ሜንቫር,Mishaara,Saw,False
1358,ሎ,54,መጋገር,መጋገር,Irratti buusuu,Baking,False
1359,ሎ,54,መጋጥ,መጌሐጥ,dheeduu,grazeing,False
1360,ሎ,54,መጋጨት,መትላተም,walitti bu'u,to collide,False
1361,ሎ,54,መጋጫ,መትላተምቲ,walitti buiisu,collision,False
1362,ሎ,54,መግለጫ,መግለጥቲ,Ibsa,Expression,False
1363,ሎ,54,መግለጫ/,መቤየንቲ,Ibsa,Explanation,False
1364,ሎ,54,መግለፅ,መቤየን,ibsuu,defineing,False
1365,ሎ,54,መግል,መጊ,Malaa,Pus,False
1366,ሎ,54,መግመጥ,ጠንጉሽ,hangushuu,"swing,bite off,",False
1367,ሎ,54,መግመጥ,ጠንጉሽ,,crunched into a portion,False
1368,ሎ,54,መገመጥ,መግመጥ,Qunceessuu,biting,False
1369,ሎ,54,መግረዝ/ለተከል/,መቄረም,Kholaasuu,Plant breeding,False
1370,ሎ,54,መገግረሪያ,መልበቅቲ,waan itti garaafan,floger,False
1371,ሎ,54,መግቢያ,ቡእቲ,Seensa,Entrance,False
1372,ሎ,55,መገባባት,መትካሐል,waliigaluu,agreeable,False
1373,ሎ,55,መገባባት,ተውፊቅ,wal tahiinsa,agreement,False
1374,ሎ,55,መገባት,መቦአ,seenuu,getting in,False
1375,ሎ,55,መግዛት,መውኸብ,bituu,buying,False
1376,ሎ,55,መግዛት,መገዛእ,Bituu,Govern,False
1377,ሎ,55,መገደል,መግደል,ajjeesuu,killing,False
1378,ሎ,55,መገጨት,መገጫ,Haasawuu,Bamp,False
1379,ሎ,55,መገፈፍ,መገፈፍ,"Sarbuu, sarcuu","Skim,strip",False
1380,ሎ,55,መገፋት,መጐፋ,Dhiibuu,Push,False
1381,ሎ,55,መጎመዝዝ,መጥረስ,Dhangaggaawuu,Salty,False
1382,ሎ,55,መጎርመስ,መባለኽ,Dardare,Mature,False
1383,ሎ,55,መጎርበጥ,መጎማ,dhidhibu,discomfort,False
1384,ሎ,55,መጎርነን,መጎሐር,Fannaafachuu,Gruffness,False
1385,ሎ,55,መጎተት,መዝመድ,"haarkisuu,",tow,False
1386,ሎ,55,መጎተት,መዝመድ,shorroysuu,,False
1387,ሎ,55,መጎተት፤ጉተታ,መዜሐብ,Harkisuu,Pull,False
1388,ሎ,55,መጎተቻ,መጀርራ,Maashina harkisu,Pulling machine,False
1389,ሎ,55,መጎንተል,ኘቅ,Nyaq,nudge,False
1390,ሎ,55,መጎንጨት,ጉሙጭዊ,Habbuuqachuu,sip,False
1391,ሎ,55,መጎንጨት,ጨፍቲ,Dhuguu,swilg,False
1392,ሎ,55,መጎድጎድ,መቦአር,Dhoqeysu,dimple,False
1393,ሎ,55,መጎፈር,መዋፋ,Goofaree,Hairy,False
1394,ሎ,55,መጓተት,መዛመድ,harkifamuu,lagging,False
1395,ሎ,55,መጓጓት,መደለስ,hawwuu,coming,False
1396,ሎ,55,መጠላለፍ,መጥጢላላፍ,Walsakaaluu,Entanglement,False
1397,ሎ,55,መጠምዘዝ,ጂሮ,Miciramuu,Wringing,False
1398,ሎ,55,መጠምዘዝ,መልቀቅ,maruu,twisting,False
1399,ሎ,55,መጠምዘዝ,መሻወር,Gufachiise/oduudha,"to divert,misslead",False
1400,ሎ,55,መጠምዘዝ,መሻወር,n jalisus,,False
1401,ሎ,55,መጠምጠም/ለሀረግ/,መሲራጃ,maruu(hiddaaf),coil,False
1402,ሎ,55,መጠምጠም/ለሀረግ/,መሲራጃ,Facc'ee,,False
1403,ሎ,55,መጠረዝ,መጀለድ,Jaldeessuu/jaldii,Monetize,False
1404,ሎ,55,መጠረዣ,መጀለድቲ,Waan jaldeessaniin,Binder,False
1405,ሎ,56,መጠራራት,መትኪላላሕ,wal yaammachuu,calling each other,False
1406,ሎ,56,መጠራጠር,መሼከከ,shakkamaa,to suspect,False
1407,ሎ,56,መጠቀም,መትናባናፈእ,fayyadamuu,using,False
1408,ሎ,56,መጠቅለል,መጣለል,yaada wixineesu,"concieve,start",False
1409,ሎ,56,መጠቅለል,መጣለል,quduntu,,False
1410,ሎ,56,መጠቅትለያወረቀት,ሊፋፋ,Waraqaa wahiin,Wrapping Paper,False
1411,ሎ,56,መጠቅትለያወረቀት,ሊፋፋ,maran,,False
1412,ሎ,56,መጠቆሚያ,መኤሸቨርቲ,Waan Ittihiman,pointer,False
1413,ሎ,56,መጠቀም,መኤቨሸር,Himuu,to point on sth,False
1414,ሎ,56,መጠበቅ,መንቆረር,eeguu,waiting for,False
