id,section,page,amharic,harari,oromo,english,verified
1,ሀ,11,,,ሀ,,False
2,ሀ,11,ሀላፊ,መስኡል,itti gaafatamaa,responsible,False
3,ሀ,11,ሀላፊነት,መስኡኩሊያ,itti gaafatamummaa,responsibility,False
4,ሀ,11,ሀሞት,ሚራር,hadhaawaa,gal,False
5,ሀ,11,ሀሞት,ሚራር,naannoo harari,harari region,False
6,ሀ,11,,,Harari,harari,False
7,ሀ,11,ሀረር,ሀረር,magaalaa harar,harar city,False
8,ሀ,11,ሀረር,ሀረር,Harar,hararr,False
9,ሀ,11,ሀረገ,ሐረግ,Quncee/ Haraga,"Phrase, stiring",False
10,ሀ,11,ሀራጅ,ሐራጅ,Caalbaasii,Auction,False
11,ሀ,11,ሀቪሽ,በንጂ,Hashiisha/banjii,Narcotin / cocain,False
12,ሀ,11,ሀቀና,ሐቀኝኛ,Haqa qabeessa/,Trustfull,False
13,ሀ,11,ሀቅ,ሐቅ,Haqa,Infant,False
14,ሀ,11,ሀተታ,ተርር,hololoo,Narrative,False
15,ሀ,11,ሀኒድ/,ሐኒድ,Haniida/foon,Choked,False
16,ሀ,11,ሀኒድ/,ሐኒድ,bilchaate,,False
17,ሀ,11,ሀኪም,ሐኪም,Haakima,Physician,False
18,ሀ,11,ሀውልት,ተምሳል,Siidaa,Statue,False
19,ሀ,11,ሀዘን,ታእዚያ,mana amuutaa,Mourn,False
20,ሀ,11,ሀዘን,ከፍቲ,Gadda,Sorrow,False
21,ሀ,11,ሀዘን,ሑዝኒ,Gadda,"grief, sorrow",False
22,ሀ,11,ሀዘን,አሙታ,Gaddaa,mourn /sorrow/,False
23,ሀ,11,ሀዘን,ታእዚያ,Gadda,Heel,False
24,ሀ,12,ሀይለኛ,ቀርንዴ,Qorondee/ gosa,Strong to bacco,False
25,ሀ,12,ሀይለኛ,ቀርንዴ,tamboo,,False
26,ሀ,12,ሀይለኛ,ሐይለኛ,Cimaa/human,Intense,False
27,ሀ,12,ሀይለኛ,ሐይለኛ,qabeessa,,False
28,ሀ,12,ሀይለኛ,ዙሩፍ,"Imalmaanaa,jabaa",Strong/forceful,False
29,ሀ,12,ሀይለኛ,ዚሕሚሪራ,Hollannaa cimaa,Acute shivering,False
30,ሀ,12,ሀይል,ታኸ,Humna,Force,False
31,ሀ,12,ሀይል,ቂውዋ,Humna,Energy,False
32,ሀ,12,ሀይማናተኛ,ዲነሻ,Abbaa Amantii,Religious,False
33,ሀ,12,ሀይማናተኛ,ዲነሻ,/Diin/,,False
34,ሀ,12,ሀይማኖታዊ,መዝሐብ,mazaba,Rellgious sects,False
35,ሀ,12,ሀይማናት,ዲን,Amantii,Religion,False
36,ሀ,12,ሀይቅ,ቡሔይራ,haroo,Lake,False
37,ሀ,12,ሀዲድ,ሐዲድ,Hadiida/sibiila,Metal,False
38,ሀ,12,ሀገር,ባድ,biyya,Country,False
39,ሀ,12,ሀጢአተኛ,ደልላሒ,cubbamaa,Sinful,False
40,ሀ,12,ሀጢአተኛ,ደልላሒ,/dilaawaa/,,False
41,ሀ,12,ሀጢአት,ደለሓ,Cubbuu/Dilii hojjate,Sin act,False
42,ሀ,12,ሀጢአት,መድላሕ,Dilii/cubbuu,Sin,False
43,ሀ,12,/ኩነኔ/,መድላሕ,hojjechuu,,False
44,ሀ,12,ሀጢኣት,መኒ,maniyii,Sperm,False
45,ሀ,12,ሀጢያት,ደልደላሒያች,Dilaawwan,sinning/ those who,False
46,ሀ,12,ሀጢያት,ደልደላሒያች,,commit sin,False
47,ሀ,12,ሀጢያት,ደለሕጠቲ,Dilii Daleeyde,sinned/ she,False
48,ሀ,12,ሀጢያት,ዲልሒ,"cubbuu, dilii",sin,False
49,ሀ,12,ሀፍረተ,ፎይ,nafsaalaa,sexual organ,False
50,ሀ,12,ሀፍረት,ቃኝ,saalfii,shame,False
51,ሁ,13,ሁለተና,ኮኦትታኝ,Lammaffaa,secondary,False
52,ሁ,13,ሁለት,ኮኦት,lama,two,False
53,ሁ,13,ሁሉ,ኩልሉ,Hundi,"Whole, all",False
54,ሁ,13,ሁሉም,ቂጥጤ,Hunduu,Whole,False
55,ሁ,13,ሁሉም,ተማምዞም,Hundu,Whole,False
56,ሁ,13,ሁሉም,ጀ፻ጀምሚእ,Hunda,all,False
57,ሁ,13,ሁሌ,ዳኢም,yeroo hundaa,always,False
58,ሁ,13,ሁሌም,ዳቪኢሙም,yeroo hundumaa,usually,False
59,ሁ,13,ሁል,ላበናም,Hoggayyu kan Afaan,yaw ful,False
60,ሁ,13,ሁል,ላበናም,banu,,False
61,ሁ,13,ሁኔታ,ኹንቲ,Haala,Condition,False
62,ሁ,13,ሁከት,ረብሻ,Hokkara,Tererism,False
63,ሁ,13,ሁዋላ,ኤሔር,booda,behind,False
64,ሁ,13,ሁዋላ,ገድአንቲ,Gad'aantii,backward,False
65,ሁ,13,ሂሞገግለብን,ሒሞገሉቢን,himoglobiin,himoglobine,False
66,ሁ,13,ሂሳብ,ሒሳብ,Herrega,"Arthimetic,",False
67,ሁ,13,ሂሳብ,ሒሳብ,,"mathematics,",False
68,ሁ,13,ሂንና,ሒንና,Hinnaa/halluu,Heena,False
69,ሁ,13,ሂንና,ሒንና,rifeensaa,,False
70,ሁ,13,ሂደት,ሌጦት,adeemsa,process,False
71,ሁ,13,ሄል,ሔል,Qimama shaa’ii,Cinnamon,False
72,ሁ,13,ሄደ,ሓራ,Deeme,Went,False
73,ህ,14,ሀሊና,አቅሊ,qalbii,conscience,False
74,ህ,14,ሀሊና,ቀልቢ,Sammuu,Mind (gambit ),False
75,ህ,14,ህልም,መናም,birzazaa,Dream,False
76,ህ,14,ህልም,ቢርዛዝ,Abjuu/manama,Dream,False
77,ህ,14,ህልውና,ዋሮት,sammuu,Survival,False
78,ህ,14,ህልውና,መኬየን,Arkachuu,start to live,False
79,ህ,14,ህልውና,መኬየንቲ,Arkachiisa,cause start living,False
80,ህ,14,ሀልዉና,ኒብሪ,eenyumaa,Existence,False
81,ህ,14,ህመም,ሒፍና,Laalachuu,Pain,False
82,ህ,14,ህመም,መንታ,dhukkubba,Sickness,False
83,ህ,14,ህመም,መሕጫ,Dukkubuu,feel pain,False
84,ህ,14,ህመም,መንታ,"Laalaa,","Ache sick,disease",False
85,ህ,14,ህመም,መንታ,dhukkubsachuu,,False
86,ህ,14,ህብለሰረሰር,ጎሕሰር,lafee dugdaa,spinal cord,False
87,ህ,14,ህብረተሰብ,ዳይሐዋዝ,hawaasa,Society,False
88,ህ,14,ሀብረት,ዳዮት,Gamtaa,Unity,False
89,ህ,14,ሀብረት,ዳይ,gamtaa,Social,False
90,ህ,14,ህትመት,ጠብኢ,maxxansa,publication,False
91,ህ,14,ሀንፃ,ቹኹል,gamoo,building,False
92,ህ,14,ሀዋ,ሐዋእ,Hawaa,"space, universe",False
93,ህ,14,ህዝባዊ,ዚኡምመት,kan- uummataa,public,False
94,ህ,14,ህዝብ,ኡምመት,ummata,People,False
95,ህ,14,ህዝብ,ቫእቢ,Ummata,People,False
96,ህ,14,ህያው,ሑይ,Kan jiraatu/lubbuun,"Viable, alive",False
97,ህ,14,ህያው,ሑይ,jiraataa,,False
98,ህ,14,ሀይወት,ሐያት,Lubbuu,"alive, life",False
99,ህ,14,ህዳሴ,ሔጀሶት,Haaroomsa,"Renewal,",False
100,ህ,14,ሀዳር,ሒዳር,Sadaasa,November,False
101,ህ,14,ሀዳገ,ሚረት,"muudana, xiyyoo",Refuse to give,False
102,ህ,14,ህገ,መገስሐከማ,Heera mootummaa,Constitution,False
103,ሆ,15,ህጋዊ,ቃኑንያ,Seeromaa,legally,False
104,ሆ,15,ህግ,ቃኑን,Heera,Law,False
105,ሆ,15,ሀፃናት,ዊጃች,"daa, imman",children,False
106,ሆ,15,ህፃን,ዊጅ,Daa'ima,Baby,False
107,ሆ,15,ሆስፒታል,ሐኪም,mana yaalaa,hospital,False
108,ሆ,15,ሆነ,ኸና,Taate/tahe/tole,Happen,False
109,ሆ,15,ሆን,ዩቅዛል,beekaan waan,intentional,False
110,ሆ,15,ሆን,/አምዲቤ/,hojjetame,,False
111,ሆ,15,ሆዳም,ከርሳም,abbaa garaa,glutton,False
112,ሆ,15,ሆድ,ከርሲ,Garaa,Stomach,False
113,ሆ,15,ሆድመነፋት,ቦከካ,Bokokuu,Stomach sive (pump),False
114,ሆ,15,ለሀፍ,ጪሬር,Gorora,Froth /spittle,False
115,ሆ,15,ለሊት,ሌይሊ,Leeylii/halkan,Midnight,False
116,ሆ,15,ለመለገስ,መትጌሳሌ,Arjoomuudhaaf,for donating,False
117,ሆ,15,ለመስማማትተ,መስሲማመአሌ,waliit,to agree,False
118,ሆ,15,ለመስማማትተ,መስሲማመአሌ,dhageessisudhaat,,False
119,ሆ,15,ለመበልዐግ,መሳያሌ,Duree ssuudhaaf,to be prosperous,False
120,ሆ,15,ለመነ,ጦቀሳ,Kadhate,Beg,False
121,ሆ,15,ለመወጠር,መቄሰትሌ,Cinqudhaat,to make streched,False
122,ሆ,15,ለመዋጋት,መትዋረምሌ,wal waraanudhaat,to fight a war,False
123,ሆ,15,ለመጠ,ዖገባ,goobsee,bended,False
124,ሆ,15,ለሙሽራ,ሐማትሞት,Kennaa maatii,Traditional basket,False
125,ሆ,15,ሰፌድ,ሐማትሞት,aruuzaatiif,given to groom family,False
126,ሆ,15,ሰፌድ,ማሕሪ,kennamu,,False
127,ሆ,15,ለሚሜስት,ማሕሪ,Maahrii,heritance to wife,False
128,ሆ,16,ለሚስት,ማሕረሻ,Dongoraa,Plow,False
129,ሆ,16,ለማ,ኔራ,Misoome,developed,False
130,ሆ,16,ለማለዘብ,መሌዘብሌ,Laffachuuf,to soften,False
131,ሆ,16,ለማመደ,ሊማመዳ,babaa ratee,adapted,False
132,ሆ,16,ለማስመጥ,መሬገጥሌ,Lixeensuuf,to sink,False
133,ሆ,16,ለማኝ,ዩፍጡቅሲዛል,Kadhataa,Beggar,False
134,ሆ,16,ለማደባለቅ,መትባዳሕሌ,Wal makudhaaf,mix to liquids,False
135,ሆ,16,ለማጅ,ርቪ,Bartuu,Trainer,False
136,ሆ,16,ለማጋለጥ,መፌደሕሌ,mullisiisuf,exposing,False
137,ሆ,16,ለም,ሰደይ,gabbattuu,fertile,False
138,ሆ,16,ለምቦጫም,ሱቦ,Nama mallaa,Drooping lips (be),False
139,ሆ,16,ለምቦጫም,ሱቦ,guddatu,,False
140,ሆ,16,ለምን,ሚንሌ,Maali,Why,False
141,ሆ,16,ለምጥ,በረስ,baras,discolored skin,False
142,ሆ,16,ለምጥ,በረስ,,pellagra,False
143,ሆ,16,ለምጥ,ሲመር,Baras,Vitiligo,False
144,ሆ,16,ለሰለሰ,ሌሐማ,Lallaafe,"Soften, Smoothen",False
145,ሆ,16,ለሰላትጥሪ,ላዚም,Nama azaana,Caller for pray,False
146,ሆ,16,ለሰላትጥሪ,ላዚም,godhu/ kan azaanu,,False
147,ሆ,16,ለሰነ,ሓሰሳ,Haasase,Stuccoed,False
148,ሆ,16,ለስላሳ,ሸርባት,Lallaafaa,soft drink,False
149,ሆ,16,ለስላሳ,ሊሒም,laaffaa,Soft,False
150,ሆ,16,ለስላሳ,ሰልላሕ,Lallaafaa,Smooth,False
151,ሆ,16,ለስላሳ/,ሐልለስ,Lallaafaa/kan hin,Smooth,False
152,ሆ,16,ለስላሳ/,ሐልለስ,quuqne,,False
153,ሆ,16,ለስላለሳመጠጥ,ሸርባት,Dhugaatii lallaafaa,Soft drink,False
154,ሆ,16,ለቀመ,ለቀማ,Funaane,clean by picking out,False
155,ሆ,16,ለቀማ,ሊቃሞት,Funaansa,Picking,False
156,ሆ,16,ለቀቀ,ገፈራ,gadi dhiise,released,False
157,ሆ,16,ለቀቃመ,ሊቃቀማ,Funaane,"Glean, pluck",False
158,ሆ,16,ለቃሚ,ለቅቃማ,Funaanaa/tuu,Gleaner,False
159,ሆ,17,ለቅሶ,ቢኪት,Booyicha,lamentation,False
160,ሆ,17,ለበለበ,ሊበለባ,guggubuu,scorched,False
161,ሆ,17,ለበሰ,ለበሳ,Uffate,wear a cloth,False
162,ሆ,17,ለበደ,ጎለባ,uwwisuu,covered,False
163,ሆ,17,ለበጉ,ወፍቂ,Kan tola ooluuf,Donated for the service,False
164,ሆ,17,ለበጉ,ወፍቂ,kennamu,of charity,False
165,ሆ,17,ለብአለ,ጠለብባያ,"xiqqoo ho""ee","got boozed a little,",False
166,ሆ,17,ለብአለ,ጠለብባያ,,lukewarm,False
167,ሆ,17,ለአቅመ,ባለኃ,Saalfate/ Cinaacha,Mature,False
168,ሆ,17,ለአቅመ,ባለኃ,dhiiraa gaye,,False
169,ሆ,17,ለካንስ,ኢዶን,edaa!,Wouldn’t it?,False
170,ሆ,17,ለክት,ዩኸትቲ,qaalominaat kan,storing,False
171,ሆ,17,ለክት,ዩኸትቲ,ka'u,,False
172,ሆ,17,ለወጠ,አናወጣ,Jijjiire/ Geeddare,Translate move shift,False
173,ሆ,17,ለውዝ(ስ),ሉዝ,Looyzii,Nut,False
174,ሆ,17,ለውጥ,ኒውጢ,jijjiirama,change,False
175,ሆ,17,ለውጥ,ኒውጢ,Jijjiirama,Change,False
176,ሆ,17,ለዘበ,ሌዘባ,Laffate,softened,False
177,ሆ,17,ለዘብተኛ,ሉዙብተሻኛ,gara laafaa,liberal,False
178,ሆ,17,ለዘብተኛነት,ሉዙብተኛነት,Gara laafummaa,liberalism,False
179,ሆ,17,ለዘብተኛዋ,ለዝዛብቱ,Laaffattuu,the liberal (for lady),False
180,ሆ,17,ለዛ,መያበስ,babalinsa,broadening,False
181,ሆ,17,ለዛ,ያበሳ,Goggogee,faded,False
182,ሆ,17,ለዛ,ያበሳ,/Bareedinadhabe,,False
183,ሆ,17,ለዛ,ያበስቲ,Bareedina dhabde,she faded,False
184,ሆ,17,ለዛ,መያበስቲ,Bareedina dhabuu,to loose,False
185,ሆ,17,ለዛ,ያቢሳች,warra Goggogaa,fading,False
186,ሆ,17,ለዛቢስ,ያቢስ,Goggogaa,faded/dried,False
187,ሆ,17,ለየ,ለያ,Adda baase,"Separate,Distinguish",False
188,ሆ,17,ለየብቻ,ኢስሙጥጢ,Kopha kophatti,Separately,False
189,ሆ,17,ለይስመላ,ሌስሌ,Meyaaf,for the sake of doing,False
190,ሆ,17,ለይስመላ,ሌስሌ,,/speaking,False
191,ሆ,17,ለደንታህ/ለደንታሽ,መለኻ/መለኸሽ,dantaakee/,for your sake,False
192,ሆ,17,ለደንታህ/ለደንታሽ,መለኻ/መለኸሽ,dantaatee,,False
193,ሉ,18,ለገመ,መኸኸ,Cancaluu,be lazy,False
194,ሉ,18,ለገሰ,ዛራ,arjoome,donated,False
195,ሉ,18,ለገሰ,ጌሳ,Ajoome/kenne/,donted,False
196,ሉ,18,ለገሰ,ጌሳ,fayyade,,False
197,ሉ,18,ለገሰሳት,ጌሴ,Isiif kenne,donted her,False
198,ሉ,18,ለገሰችው,ጌስታ,Arjoomte (Isa),she donted him,False
199,ሉ,18,ለገሷቸው,ጌሱዩ,Isaanif Arjoomiif,donated them,False
200,ሉ,18,ለጋሽ,ዛሪ,arjoomaa,donor,False
201,ሉ,18,ለጋሽ,ዩጊሲ,Arjaa,donner,False
202,ሉ,18,ለጌጥ,መለባሻ,waan bonaa,ornamental,False
203,ሉ,18,ለጌጥ,መለባሻ,godhaamuu,,False
204,ሉ,18,ለግጦሽ,አገበሪ,Loon/beeyladaa,Grazing cattle,False
205,ሉ,18,አእንስሳ/ከብት,አገበሪ,dheedaaf bobbohe,,False
206,ሉ,18,ለዖም,መሽባቢር,nyaata mi’aawaa,Delicious foods to offer,False
207,ሉ,18,ጣፋፍ,መሽባቢር,yeroo soomana,during Ramadan fast,False
208,ሉ,18,ለዖም,አፍጢር,Afxira,Eaten during fast,False
209,ሉ,18,ለዖም,አፍጢር,,loosen (ending),False
210,ሉ,18,ለፈለፈ,ቁቂማጠራ,Haasawaa,Talkative,False
211,ሉ,18,ለፈጣሪ,ሐምዲ,Rabbi,"Thanks, praise,",False
212,ሉ,18,ለፈጣሪ,ሐምዲ,galateeffachuu,gratitude,False
213,ሉ,18,ለፈጣሪ,ወሊ,Kan rabbiif bitame,Submissive to God,False
214,ሉ,18,ለፋ,ለፈእ,Laffa’e,"Be tired, exuasted",False
215,ሉ,18,ለፋላት,ለፈአሌ,isiit falmee,he is tired for her,False
216,ሉ,18,ሉል,ሉል,Fakkii Addunyaa,globl,False
217,ሉ,18,ሉባንጃ,ሊባንጀው,Libaanjawu,Type of incense,False
218,ሉ,18,ሉኣላዊነት,ለሉ,Birmadummaa,"Sovereignity, Sovereign",False
219,ሉ,18,ሉክ,ሉክ,xalaya Luukii,a sheet of paper,False
220,ሉ,18,ሉኳንዳአራጄ,ሱጉይያ,Suguyyaa/qaltuu foonii,Butcher,False
221,ሉ,18,ሉጫ,ሐለብ,Luuccaa,Smooth hair,False
222,ሊ,19,ሉጫፀዐገር,ሉባ,Rifeensa luuccaa,Smooth Hair,False
223,ሊ,19,ሊለኩ,ዩኩሪሌ,madaa luuf (Is'aan),to measure,False
224,ሊ,19,ሊለዝብ,ዩሊዝቢሌ,Laffachudhaaf,to be soften,False
225,ሊ,19,ሊመሰረት,ዩሲስኒሌ,Gurmaawudhaaf,to establish (plural),False
226,ሊ,19,ሊመሰረት,ዩሲስኒሌ,(Inni),,False
227,ሊ,19,ሊመሰርቱ,ዩዬሲስኑሌ,Gurmaawadhaat,to establish (singular),False
228,ሊ,19,ሊመሰርቱ,ዩዬሲስኑሌ,(Isaan,,False
229,ሊ,19,ሊስትር,ሊስትሮ,liistiroo,shoeshine,False
230,ሊ,19,ሊቫን,ኒሻን,Nishaana,Medal,False
231,ሊ,19,ሊቀመንበር,ቪብሪጎይታ,Dura ta'aa,chairman,False
232,ሊ,19,ሊቃውንት,ኣቂያች,hayyoota,intellectual,False
233,ሊ,19,ሊቅ,ኣቂ,hayyuu,intellectual,False
234,ሊ,19,ሊትር,ሌትር,Litira,liter,False
235,ሊ,19,ሊወጥር,ያቂስቲሌ,Cinqudhat,to stretch,False
236,ሊ,19,ሊዘሉ,ዩዘልሉሌንታ,Utaalu deema (lsaa),to jump(p),False
237,ሊ,19,ሊዘል,ዩዘልሌ,Utaaludhaf,to jump(s),False
238,ሊ,19,ሊያደባልቅ,ያትባድሒሌ,wal maksiisuudhaa,to-mix/liquid,False
239,ሊ,19,ሊያደባልቅ,ያትባድሒሌ,(Inni),,False
240,ሊ,19,ሊያጠፋ,የጠምስሌ,Balleeysuuf,to destruct,False
241,ሊ,19,ሊያጠፋ,የጠምስሌ,/Dhaabamsiisuf,,False
242,ሊ,19,ሊጥ,ቆሻቫ,Qooshaa,Dough,False
243,ሊ,19,ለላ,ለቅለቅባያ,Laaffate,Be released,False
244,ሊ,19,ለም,ላም,"sa,a",cow,False
245,ሊ,19,ለሰ,ለሐሳ,Arraabe,Lick,False
246,ሊ,19,ላስቲክ,ላስቲከ,laasitika,polythene,False
247,ሊ,19,ላስቲክ,ሚከካ,pilaastika,to value or admire sth,False
248,ሊ,19,ለሽ,በዘኽ,Lootuu,lizard,False
249,ሌ,20,ለቀ,በደራ,Guddate,Preponderate,False
250,ሌ,20,ለባ,ከት,Goblaa,Feather,False
251,ሌ,20,ለባ,ባልሊ,Baallii,Feather,False
252,ሌ,20,ለብ,ዊዚእ,Dafqa,Sweat,False
253,ሌ,20,ላት,ጣይሌት,Duma,sheep tail,False
254,ሌ,20,ለንቃ,ቨነቅ,Laagaa,Palate,False
255,ሌ,20,ላከ,ገፈራ,Erga,messaged /sent/,False
256,ሌ,20,ለከ,ላኻ,Erge,Sent,False
257,ሌ,20,ላይ,ለአይ,Gubbaa/ oli,"Over, Above",False
258,ሌ,20,ላጠ,ቄረፋ,Solleeyse,Peel,False
259,ሌ,20,ለጨ,መለጣ,Gorora,Shaved,False
260,ሌ,20,ለጨ/ለፀዐጉር/,ሼለዳ,Haade/Rifeensa,Shave,False
261,ሌ,20,ለሏጴስ,ሙስሳሓ,laaphisa,muslim,False
262,ሌ,20,ሌሊቱን,መትሖረር,Qaaxiraa/atoorara,Spending the night,False
263,ሌ,20,ማሳለፍ,መትሖረር,,"without sleeping, .awake",False
264,ሌ,20,ሌሊት,ሌይሊ,Halkan,Night,False
265,ሌ,20,ሌላ,አላይ,Kan biraa,Another,False
266,ሌ,20,ሌባ,ርጂ,Hattuu,Thief,False
267,ሌ,20,ልህቀት,ቢቆት,gau'umsa,competence,False
268,ሌ,20,ልሙጥ,ሙልሑሽ,kaan hinshogamne,Bald,False
269,ሌ,20,ልማት,ኔሮት,misooma,development,False
270,ሌ,20,ልማድ,ሊማድ,duudhaa,custom,False
271,ሌ,20,ልምምድ,መትሊማመድቲ,shaakala,practice,False
272,ሌ,20,ልምቫ,ሸለሉነት,"naafa,laam-shaa",paralyze,False
273,ሌ,20,ልምድ,ሊምዲ,muuxannoo,experience,False
274,ሌ,20,ልስን,ሑሱስ,Haasassii,Render,False
275,ሌ,21,ልቅ,ጉፋር,Laafisuu,un dicipilined person/,False
276,ሌ,21,ልቅ,ጉፋር,,vulgar,False
277,ሌ,21,ልቅፈፊረስ,ሒራኝ,Farda Coollee,Extreme horse,False
278,ሌ,21,ልበስመስቀያ,ኢራዝመስቀያ,Fannoo Huccuu,Coat hanger,False
279,ሌ,21,ልባስ,መለባሽ,Uffata gubbaa,Cover,False
280,ሌ,21,ልባሽ,አፍጎን,Carqa,worn out,False
281,ሌ,21,ልብ,ወዘና,Onnee,Heart,False
282,ሌ,21,ልብ,ቀልቢ,Qalbii,Heart,False
283,ሌ,21,ልብስ,ኢራዝ,uffata /huccuu/,clothes,False
284,ሌ,21,ልብስ,ሊባሻቫ,Uffata/huccuu,"Cloth,Apparel,Attire",False
285,ሌ,21,ልብስሰፊ,ኸያጥ,Huccuu kan hodhu,Tailor,False
286,ሌ,21,ልብስአጣቢ,ዶይብቢ,Kan huccuu miicu,Washer,False
287,ሌ,21,ልዑል,ገስሲ,ilma mootii,"prince, Mr",False
288,ሌ,21,ልአልት,ጊስቲ,intala mootii,princess,False
289,ሌ,21,ልከ,ቂያስ,bikkooma /qiyaasa/,Exact,False
290,ሌ,21,ልከ,ተማም,sirrii tehee,wel done,False
291,ሌ,21,ልኳንዳ,ሱጊያጋር,mana suguyyaa,butchery,False
292,ሌ,21,ልዩ,ሉይ,adda,special,False
293,ሌ,21,ልዩ,ኢስበልበላት,adda adda,different / spceial,False
294,ሌ,21,ልዩ,ሉይሉኸኝናኛ,Ergamaa Adda,special delegation,False
295,ሌ,21,ልዩ,መቀንጣ,Quluu/Buqqee,Water container,False
296,ሌ,21,ልዩ,መቀንጣ,bishaanii,skull/gourd/,False
297,ሌ,21,ልዩነት,ፈርቂ,Gahee,difference/gap,False
298,ሌ,21,ልጃገረድ,ወሐቺ,Shamarree,Girl,False
299,ሌ,21,ልጅ,ወልዲ,Ilmoo/ilmoo,Child,False
300,ሌ,21,ልገመኛ,አጎምማጭፍጥ,"didaan,diidaa",Plodder,False
301,ሌ,21,ልጥ,ቁሩፍ,Qooshas,Park,False
302,ሌ,21,ልፊያ,መትላፈእ,qabsaauu,Horseplay,False
303,ሌ,21,ልፋ,ሊፋእዛየው,kan Nagayumaan,a man created to,False
304,ሌ,21,ልፋ,ሊፋእዛየው,laffai ja'amee,fatigue,False
305,ሌ,21,ልፋተኛች,ሊፎታማች,Falmee bu'aa,those who make efforts,False
306,ሌ,21,ልፋተኛች,ሊፎታማች,hinqabnee,,False
307,ሌ,21,ልፋት,ሊፋኦት,Laffaatii,Hard work,False
308,ሎ,22,ልፋጭ,ኒፍጫጭፍጭ,Lifcaaca,Unetable meat,False
309,ሎ,22,ልፍስፍስ,ሙዮ,Yartuu,Fatigue,False
310,ሎ,22,ልፍስፍአለ,ለቀጭባያ,Laqac je’e,Be waek,False
311,ሎ,22,ሎሌ,ገሽታ,Hojjetu mana,servant,False
312,ሎ,22,ሎሚ,ደርቢስሲ,xuuxxoo,Lemon,False
313,ሎ,22,ሎተሪ,ሉተሪ,Lotarii,Lottery,False
314,ሎ,22,ሎጂክ,ሎጂከ,Loogikii,Logic,False
315,ሎ,22,ሉጋ,መርጉዝ,dheeraa midhaagaa,long /call/ beautiful,False
316,ሎ,22,መሀለቅ/,ሳቅ,Maallaqa dur,Coin,False
317,ሎ,22,መሀላ,ቲሮት,Kakuu,swear,False
318,ሎ,22,መሀል,ጉትቲ,"walakkaa, jidduu",centre,False
319,ሎ,22,መሀል,ማቤይና,jiddugalla/wallakaa,lantern,False
320,ሎ,22,መሀረብ,መንዲል,Mandiila,Handkerchief,False
321,ሎ,22,መሀንዲስ,መሐንድስ,mahandisa,engineer,False
322,ሎ,22,መሀከለኛ,ዚጉትቲ,jiddu jireessaa,middle,False
323,ሎ,22,መሀይምነት,አሊቆታምነት,D o ofummaa,Illiteracy,False
324,ሎ,22,መሄድ,መሕራ,Deemuu,to go,False
325,ሎ,22,መሄድ,መሌጣ,Oofinsa,drive / going deceiving,False
326,ሎ,22,መሀን,መኽና,tau'u,to be /being,False
327,ሎ,22,መለመለ,ቄረማ,Lalisaa,Pollard,False
328,ሎ,22,መለመን,መጦቀስ,Kadhachuu,Begging,False
329,ሎ,22,መለመድ,መትለመድ,Baratamuu,"Habit,custom",False
330,ሎ,22,መለማመድ,መትሊማመድ,Itti barachuu,Rehearse,False
331,ሎ,22,መለማመጃ,ቶሕቶሕ,Hodhaa baruu,basketery trainig,False
332,ሎ,22,መለሰ,አርገገባ,deebise,returned,False
333,ሎ,23,መለሰን,መሐሰስ,Haasasuu,Rendering,False
334,ሎ,23,መለስለስ,መሌሐም,Laaffachuu,Slack,False
335,ሎ,23,መለስለሻ,መልመለምቲ,Laafistuu,softenner,False
336,ሎ,23,መለቃቀም,መርነን,Funaanuu,throwing,False
337,ሎ,23,መለበለቢያ,መልበለብቲ,Belbelchiiftuu,burner,False
338,ሎ,23,መለበድ,መጎለብ,goolabuu,to cover it with (s/t),False
339,ሎ,23,መለበድ,መጎለብ,,/corering with,False
340,ሎ,23,መለብለብ,መትሊበለብ,guggubuu,to scorch,False
341,ሎ,23,መለኪያ,ዋር,Safartuu,Yard,False
342,ሎ,23,መለኪያ,መቃየስቲ,safartuu,measurement,False
343,ሎ,23,መለኪያ,መኮረእቲ,madaala,measurement,False
344,ሎ,23,መለካት,መቃየስ,safaruu,measure,False
345,ሎ,23,መለካት,መሜተር,meetiiruu/,to measure,False
346,ሎ,23,መለካት,መሜተር,mammeetruu,,False
347,ሎ,23,መለካካት,መትቂያየስ,Qiqqiyaafachuu,Measuring,False
348,ሎ,23,መለኮሻ,ቀርራሓ,Qarraa,Lighter,False
349,ሎ,23,መለወጥ,መናወጥ,Jijjiire/ Geeddare,changing,False
350,ሎ,23,መለዋወጥ,መትኒዋወጥ,Wal-jiijjiiru,to exchange,False
351,ሎ,23,መለዘብ,መሌዘብ,Laffachu,tobe soft /liberal/,False
352,ሎ,23,መለየት,መላያ,addaan baasuu,separateing,False
353,ሎ,23,መለያየት,መልያያ,Addaan Babaasuu,separating each,False
354,ሎ,23,መለዮ,መላይቲ,asxaa,Badge,False
355,ሎ,23,መለገስ,መትጌሳ,Arjoomuu,to donate,False
356,ሎ,23,መስጋት,መልገእ,dhiituu,kicking,False
357,ሎ,23,መለጠ,መለጣ,haadee/haaduu,he shared/made bold,False
358,ሎ,23,መለጠጥ,ኘር,Dhifamuu,Distention,False
359,ሎ,23,መለጠፍ,መጣበቅ,Maxxansuu,"Plastered,stick",False
360,ሎ,23,መለፍለፍ,መቅማጠር,Qimaaxxaruu,"Blatant ,garrulity",False
361,ሎ,23,መላ,መለ,Mala/ toftaa,"Method,means",False
